	dir chrom start end
Glyma13g41520 + Gm13 41789533 41800485
Glyma13g41530 - Gm13 41801136 41801351
Glyma13g41540 - Gm13 41810065 41813297
Glyma13g41550 - Gm13 41814544 41816235
Glyma13g41560 + Gm13 41817040 41825137
Glyma13g41570 + Gm13 41834257 41836553
Glyma13g41580 - Gm13 41843024 41847241
Glyma13g41590 + Gm13 41849196 41851990
Glyma13g41600 - Gm13 41852386 41856652
Glyma13g41610 - Gm13 41860673 41862187
Glyma13g41620 - Gm13 41863063 41866770
Glyma13g41630 + Gm13 41871426 41872556
Glyma13g41640 + Gm13 41875591 41878151
Glyma13g41650 - Gm13 41885202 41886920
Glyma13g41660 - Gm13 41891692 41895965
Glyma13g41670 + Gm13 41902353 41905122
Glyma13g41680 + Gm13 41910690 41913044
Glyma13g41690 + Gm13 41919251 41924462
Glyma13g41700 - Gm13 41926031 41929296
Glyma13g41710 + Gm13 41926545 41927376
Glyma13g41720 + Gm13 41930498 41930875
Glyma13g41730 + Gm13 41939551 41941807
Glyma13g41740 + Gm13 41944763 41954427
Glyma13g41750 - Gm13 41956324 41958066
Glyma13g41760 - Gm13 41969831 41971866
Glyma13g41770 - Gm13 41979725 41981980
Glyma13g41780 - Gm13 41988754 41993060
Glyma13g41790 - Gm13 41997724 42003997
Glyma13g41800 - Gm13 42007659 42011388
Glyma13g41810 + Gm13 42015331 42015425
Glyma13g41820 - Gm13 42018614 42021033
Glyma13g41830 + Gm13 42026967 42034701
Glyma13g41840 + Gm13 42035839 42036020
Glyma13g41850 + Gm13 42043014 42045175
Glyma13g41860 + Gm13 42049851 42053085
Glyma13g41870 + Gm13 42053553 42056378
Glyma13g41880 - Gm13 42058663 42062054
Glyma13g41890 + Gm13 42064310 42066757
Glyma13g41900 - Gm13 42067783 42076949
Glyma13g41910 - Gm13 42080685 42081428
Glyma13g41920 + Gm13 42081632 42085624
Glyma13g41930 - Gm13 42086170 42087213
Glyma13g41940 + Gm13 42101215 42103917
Glyma13g41950 - Gm13 42106168 42106466
Glyma13g41960 + Gm13 42114208 42118506
Glyma13g41970 - Gm13 42118644 42119676
Glyma13g41980 - Gm13 42123119 42125718
Glyma13g41990 - Gm13 42126871 42127242
Glyma13g42000 - Gm13 42130203 42130807
Glyma13g42010 - Gm13 42131963 42133670
Glyma13g42020 + Gm13 42134531 42137579
Glyma13g42030 - Gm13 42138012 42142759
Glyma13g42040 - Gm13 42147620 42148819
Glyma13g42050 + Gm13 42151587 42152766
Glyma13g42060 - Gm13 42153556 42159190
Glyma13g42070 - Gm13 42161083 42164790
Glyma13g42080 - Gm13 42168775 42175731
Glyma13g42090 - Gm13 42182957 42184878
Glyma13g42100 - Gm13 42191845 42193138
Glyma13g42110 - Gm13 42198924 42203842
Glyma13g42120 - Gm13 42204506 42207124
Glyma13g42130 - Gm13 42215641 42221847
Glyma13g42140 + Gm13 42226847 42228769
Glyma13g42150 - Gm13 42228022 42235826
Glyma13g42160 + Gm13 42243820 42249594
Glyma13g42170 + Gm13 42251105 42254329
Glyma13g42180 + Gm13 42256251 42261293
Glyma13g42190 + Gm13 42261834 42262188
Glyma13g42200 + Gm13 42263088 42263937
Glyma13g42210 - Gm13 42265612 42266789
Glyma13g42220 + Gm13 42268907 42270033
Glyma13g42230 + Gm13 42273507 42282707
Glyma13g42240 + Gm13 42288531 42289406
Glyma13g42250 + Gm13 42290763 42294912
Glyma13g42260 - Gm13 42294600 42296749
Glyma13g42270 + Gm13 42303058 42305143
Glyma13g42280 - Gm13 42306987 42307972
Glyma13g42290 + Gm13 42311335 42315966
Glyma13g42300 + Gm13 42317978 42319008
Glyma13g42310 + Gm13 42321689 42325985
Glyma13g42320 + Gm13 42328983 42333252
Glyma13g42330 - Gm13 42333437 42340283
Glyma13g42340 + Gm13 42357726 42363228
Glyma13g42350 - Gm13 42358841 42359472
Glyma13g42360 + Gm13 42366631 42369871
Glyma13g42370 + Gm13 42373076 42373862
Glyma13g42380 - Gm13 42375155 42380255
Glyma13g42390 - Gm13 42382561 42388731
Glyma13g42400 - Gm13 42395540 42395812
Glyma13g42410 + Gm13 42403381 42407876
Glyma13g42420 + Gm13 42420019 42423199
Glyma13g42430 - Gm13 42429478 42430801
Glyma13g42440 - Gm13 42442187 42444016
Glyma13g42450 - Gm13 42445829 42449788
Glyma13g42460 + Gm13 42453639 42455694
Glyma13g42470 + Gm13 42456500 42458907
Glyma13g42480 - Gm13 42460881 42463855
Glyma13g42490 - Gm13 42466725 42468078
Glyma13g42500 + Gm13 42469020 42472007
Glyma13g42510 + Gm13 42472323 42473739
Glyma13g42520 + Gm13 42476137 42480121
Glyma13g42530 - Gm13 42482863 42486210
Glyma13g42540 + Gm13 42491705 42492295
Glyma13g42550 + Gm13 42499372 42502133
Glyma13g42560 + Gm13 42511135 42521589
Glyma13g42570 + Gm13 42524032 42524685
Glyma13g42580 - Gm13 42527657 42529184
Glyma13g42590 - Gm13 42533330 42534620
Glyma13g42600 + Gm13 42541374 42544244
Glyma13g42610 - Gm13 42545134 42549940
Glyma13g42620 + Gm13 42549332 42549438
Glyma13g42630 - Gm13 42552534 42559040
Glyma13g42640 + Gm13 42553469 42554709
Glyma13g42650 - Gm13 42565491 42573715
Glyma13g42660 + Gm13 42575381 42580357
Glyma13g42670 - Gm13 42581057 42583578
Glyma13g42680 - Gm13 42585299 42591776
Glyma13g42690 + Gm13 42605986 42607799
Glyma13g42700 + Gm13 42607870 42608680
Glyma13g42710 - Gm13 42611396 42612056
Glyma13g42720 - Gm13 42617423 42618717
Glyma13g42730 + Gm13 42624539 42625532
Glyma13g42740 - Gm13 42627816 42631381
Glyma13g42750 + Gm13 42634777 42635338
Glyma13g42760 - Gm13 42634660 42641210
Glyma13g42770 - Gm13 42653111 42655513
Glyma13g42780 - Gm13 42656644 42658818
Glyma13g42790 + Gm13 42662054 42662968
Glyma13g42800 + Gm13 42668040 42676325
Glyma13g42810 + Gm13 42678130 42679576
Glyma13g42820 + Gm13 42682524 42684107
Glyma13g42830 + Gm13 42687814 42691363
Glyma13g42840 + Gm13 42692112 42693385
Glyma13g42850 + Gm13 42697459 42697676
Glyma13g42860 - Gm13 42698776 42699397
Glyma13g42870 - Gm13 42700544 42702126
Glyma13g42880 + Gm13 42705805 42709962
Glyma13g42890 + Gm13 42716832 42721110
Glyma13g42900 + Gm13 42730221 42731318
Glyma13g42910 - Gm13 42734295 42738903
Glyma13g42920 + Gm13 42737316 42739292
Glyma13g42930 - Gm13 42740581 42746532
Glyma13g42940 - Gm13 42753619 42761265
Glyma13g42950 + Gm13 42765585 42768229
Glyma13g42960 + Gm13 42769160 42770583
Glyma13g42970 - Gm13 42771251 42774279
Glyma13g42980 + Gm13 42776213 42778974
Glyma13g42990 - Gm13 42779035 42782850
Glyma13g43000 + Gm13 42784102 42787994
Glyma13g43010 + Gm13 42793089 42793943
Glyma13g43020 + Gm13 42795186 42795408
Glyma13g43030 - Gm13 42796756 42798335
Glyma13g43040 + Gm13 42811032 42812124
Glyma13g43050 - Gm13 42821761 42825772
Glyma13g43060 - Gm13 42839754 42841434
Glyma13g43070 + Gm13 42855227 42856894
Glyma13g43080 + Gm13 42860731 42865393
Glyma13g43090 - Gm13 42865565 42866693
Glyma13g43100 + Gm13 42867887 42880904
Glyma13g43110 - Gm13 42884275 42884999
Glyma13g43120 - Gm13 42905034 42908367
Glyma13g43130 - Gm13 42920117 42925761
Glyma13g43140 - Gm13 42934482 42944797
Glyma13g43150 - Gm13 42957176 42958020
Glyma13g43160 - Gm13 42961491 42962072
Glyma13g43170 + Gm13 42966803 42971738
Glyma13g43180 + Gm13 42972471 42979237
Glyma13g43190 + Gm13 42980164 42981112
Glyma13g43200 - Gm13 42984091 42985884
Glyma13g43210 - Gm13 43000652 43001402
Glyma13g43220 - Gm13 43004203 43008470
Glyma13g43230 + Gm13 43008782 43010123
Glyma13g43240 + Gm13 43011855 43014740
Glyma13g43250 + Gm13 43018922 43020336
Glyma13g43260 - Gm13 43022180 43023990
Glyma13g43270 + Gm13 43025399 43030713
Glyma13g43280 + Gm13 43032755 43033511
Glyma13g43290 + Gm13 43035235 43036686
Glyma13g43300 + Gm13 43039223 43042215
Glyma13g43310 - Gm13 43044026 43046523
Glyma13g43320 + Gm13 43059760 43061345
Glyma13g43330 - Gm13 43067383 43076929
Glyma13g43340 - Gm13 43077706 43079675
Glyma13g43350 + Gm13 43090327 43096824
Glyma13g43360 - Gm13 43098064 43098940
Glyma13g43370 + Gm13 43100571 43101597
Glyma13g43380 - Gm13 43102063 43104339
Glyma13g43390 - Gm13 43106577 43107993
Glyma13g43400 + Gm13 43107425 43107588
Glyma13g43410 - Gm13 43109635 43110545
Glyma13g43420 + Gm13 43118738 43120973
Glyma13g43430 + Gm13 43121828 43126858
Glyma13g43440 - Gm13 43128327 43133644
Glyma13g43450 - Gm13 43145463 43146073
Glyma13g43460 - Gm13 43151886 43154189
Glyma13g43470 + Gm13 43158061 43158910
Glyma13g43480 + Gm13 43161139 43162975
Glyma13g43500 - Gm13 43176748 43177158
Glyma13g43510 + Gm13 43178221 43178730
Glyma13g43520 - Gm13 43181240 43181438
Glyma13g43540 - Gm13 43188941 43191793
Glyma13g43550 - Gm13 43196920 43198788
Glyma13g43560 - Gm13 43201168 43206093
Glyma13g43570 - Gm13 43207406 43210176
Glyma13g43580 - Gm13 43211821 43216609
Glyma13g43590 + Gm13 43219067 43222861
Glyma13g43600 - Gm13 43223652 43225886
Glyma13g43610 + Gm13 43227610 43228059
Glyma13g43620 - Gm13 43236390 43246388
Glyma13g43630 + Gm13 43249542 43254200
Glyma13g43640 + Gm13 43257001 43258815
Glyma13g43650 - Gm13 43262296 43263691
Glyma13g43660 + Gm13 43265775 43269122
Glyma13g43670 - Gm13 43272726 43277815
Glyma13g43680 - Gm13 43292337 43302720
Glyma13g43690 + Gm13 43304836 43310466
Glyma13g43700 + Gm13 43313609 43316501
Glyma13g43710 + Gm13 43320242 43324921
Glyma13g43720 + Gm13 43326327 43330939
Glyma13g43730 - Gm13 43336019 43337685
Glyma13g43740 - Gm13 43347467 43352082
Glyma13g43750 + Gm13 43353590 43357498
Glyma13g43760 + Gm13 43358655 43372164
Glyma13g43770 - Gm13 43372595 43377046
Glyma13g43780 + Gm13 43385535 43388786
Glyma13g43790 + Gm13 43394667 43395074
Glyma13g43800 + Gm13 43397039 43398891
Glyma13g43810 + Gm13 43400694 43401180
Glyma13g43820 - Gm13 43401424 43404875
Glyma13g43830 + Gm13 43410455 43415573
Glyma13g43840 + Gm13 43416905 43418754
Glyma13g43850 + Gm13 43430240 43431741
Glyma13g43860 + Gm13 43440263 43441686
Glyma13g43870 - Gm13 43441522 43448178
Glyma13g43880 - Gm13 43451590 43458962
Glyma13g43890 + Gm13 43459923 43460610
Glyma13g43900 + Gm13 43461198 43462837
Glyma13g43910 - Gm13 43463510 43466056
Glyma13g43920 - Gm13 43466829 43470611
Glyma13g43930 + Gm13 43488590 43493553
Glyma13g43940 + Gm13 43502037 43503275
Glyma13g43950 + Gm13 43525021 43530467
Glyma13g43960 - Gm13 43533916 43542748
Glyma13g43970 + Gm13 43551639 43554936
Glyma13g43980 + Gm13 43555857 43558499
Glyma13g43990 + Gm13 43567249 43571765
Glyma13g44000 - Gm13 43573259 43576456
Glyma13g44010 + Gm13 43577492 43580559
Glyma13g44020 - Gm13 43580726 43581788
Glyma13g44030 + Gm13 43583803 43588587
Glyma13g44040 + Gm13 43594825 43599217
Glyma13g44050 - Gm13 43605583 43608812
Glyma13g44060 + Gm13 43611396 43612055
Glyma13g44070 - Gm13 43612907 43621451
Glyma13g44080 + Gm13 43624284 43626010
Glyma13g44090 + Gm13 43635077 43637581
Glyma13g44100 - Gm13 43641830 43643874
Glyma13g44110 + Gm13 43651513 43651710
Glyma13g44120 - Gm13 43653377 43656164
Glyma13g44130 + Gm13 43662612 43663901
Glyma13g44140 - Gm13 43666528 43669604
Glyma13g44150 - Gm13 43672136 43673270
Glyma13g44160 - Gm13 43676644 43677511
Glyma13g44170 + Gm13 43685490 43690720
Glyma13g44180 + Gm13 43694873 43695544
Glyma13g44190 - Gm13 43698456 43702413
Glyma13g44200 + Gm13 43702685 43705896
Glyma13g44210 + Gm13 43711907 43714047
Glyma13g44220 - Gm13 43715945 43718966
Glyma13g44230 + Gm13 43724877 43731318
Glyma13g44240 + Gm13 43732569 43734507
Glyma13g44250 - Gm13 43737009 43738262
Glyma13g44260 - Gm13 43744884 43745907
Glyma13g44270 + Gm13 43749745 43751154
Glyma13g44280 + Gm13 43759241 43762350
Glyma13g44290 - Gm13 43763726 43775260
Glyma13g44300 + Gm13 43777570 43780736
Glyma13g44310 + Gm13 43782956 43789118
Glyma13g44320 - Gm13 43790088 43790454
Glyma13g44330 + Gm13 43790688 43795140
Glyma13g44340 - Gm13 43798166 43802977
Glyma13g44360 - Gm13 43811377 43816604
Glyma13g44370 - Gm13 43819272 43822800
Glyma13g44380 + Gm13 43823239 43826778
Glyma13g44390 + Gm13 43828984 43832557
Glyma13g44400 + Gm13 43835144 43846805
Glyma13g44420 - Gm13 43850488 43858737
Glyma13g44430 - Gm13 43868775 43870987
Glyma13g44440 + Gm13 43869171 43869509
Glyma13g44450 + Gm13 43872184 43874390
Glyma13g44460 + Gm13 43879665 43880713
Glyma13g44470 - Gm13 43879665 43898289
Glyma13g44480 - Gm13 43903865 43905381
Glyma13g44490 + Gm13 43905434 43909250
Glyma13g44520 - Gm13 43928619 43931920
Glyma13g44530 + Gm13 43937095 43937541
Glyma13g44540 + Gm13 43945238 43948689
Glyma13g44550 + Gm13 43953053 43954905
Glyma13g44560 - Gm13 43958426 43962522
Glyma13g44570 - Gm13 43965421 43969383
Glyma13g44580 + Gm13 43976851 43977204
Glyma13g44590 + Gm13 43982831 43983527
Glyma13g44600 + Gm13 43985534 43988094
Glyma13g44610 - Gm13 43987714 43987871
Glyma13g44620 + Gm13 43992559 43994511
Glyma13g44630 - Gm13 44001293 44005706
Glyma13g44640 + Gm13 44019702 44023148
Glyma13g44650 - Gm13 44026668 44031200
Glyma13g44660 - Gm13 44035472 44036125
Glyma13g44670 - Gm13 44053721 44054490
Glyma13g44680 - Gm13 44065647 44066737
Glyma13g44690 + Gm13 44076610 44078551
Glyma13g44700 + Gm13 44081597 44084208
Glyma13g44710 - Gm13 44084971 44090042
Glyma13g44720 - Gm13 44097997 44100102
Glyma13g44730 + Gm13 44120121 44122122
Glyma13g44740 - Gm13 44124484 44127861
Glyma13g44750 - Gm13 44130915 44144592
Glyma13g44760 - Gm13 44150524 44151950
Glyma13g44770 - Gm13 44154806 44158281
Glyma13g44780 + Gm13 44159493 44161442
Glyma13g44790 + Gm13 44165303 44167441
Glyma13g44800 + Gm13 44169735 44170136
Glyma13g44810 - Gm13 44170660 44172330
Glyma13g44820 - Gm13 44173576 44177897
Glyma13g44830 + Gm13 44182951 44187420
Glyma13g44840 - Gm13 44182958 44183395
Glyma13g44850 - Gm13 44191727 44194794
Glyma13g44860 + Gm13 44204393 44209036
Glyma13g44870 + Gm13 44214198 44216553
Glyma13g44880 + Gm13 44218987 44219088
Glyma13g44890 - Gm13 44221391 44223283
Glyma13g44900 + Gm13 44223896 44225570
Glyma13g44910 - Gm13 44227768 44232803
Glyma13g44920 + Gm13 44235025 44235720
Glyma13g44930 - Gm13 44237806 44239163
Glyma13g44940 - Gm13 44244329 44250560
Glyma13g44950 + Gm13 44256628 44259752
Glyma13g44960 + Gm13 44263698 44275843
Glyma13g44970 + Gm13 44282366 44284626
Glyma13g44980 + Gm13 44292871 44295882
Glyma13g44990 - Gm13 44296854 44313646
Glyma13g45000 + Gm13 44320616 44324304
Glyma13g45010 + Gm13 44326193 44331361
Glyma13g45020 + Gm13 44337468 44341494
Glyma13g45030 + Gm13 44350391 44359934
Glyma13g45050 - Gm13 44370253 44376401
Glyma13g45060 + Gm13 44400419 44401957
Glyma13g45070 + Gm13 44405458 44408124
Glyma14g00200 - Gm14 1587 2586
Glyma14g00210 + Gm14 3616 5448
Glyma14g00220 + Gm14 7919 8092
Glyma14g00230 + Gm14 12541 32406
Glyma14g00240 + Gm14 38860 40932
Glyma14g00260 + Gm14 54241 55121
Glyma14g00270 - Gm14 55745 63257
Glyma14g00280 + Gm14 61234 62337
Glyma14g00290 - Gm14 70012 78057
Glyma14g00300 - Gm14 85495 86148
Glyma14g00310 + Gm14 95971 96947
Glyma14g00320 - Gm14 99239 105314
Glyma14g00330 + Gm14 107350 110930
Glyma14g00340 - Gm14 113321 115646
Glyma14g00350 - Gm14 116748 119977
Glyma14g00360 - Gm14 122028 134795
Glyma14g00370 - Gm14 138344 138687
Glyma14g00380 + Gm14 139355 142634
Glyma14g00390 - Gm14 146873 149611
Glyma14g00400 + Gm14 154512 170332
Glyma14g00460 + Gm14 182620 193722
Glyma14g00470 - Gm14 196009 198137
Glyma14g00480 - Gm14 214656 215035
Glyma14g00490 - Gm14 216661 218283
Glyma14g00500 + Gm14 218397 219946
Glyma14g00510 - Gm14 220081 225302
Glyma14g00520 + Gm14 231173 235743
Glyma14g00530 + Gm14 247177 252811
Glyma14g00540 + Gm14 256337 263418
Glyma14g00550 + Gm14 270271 273174
Glyma14g00560 - Gm14 278069 284751
Glyma14g00570 + Gm14 287159 288189
Glyma14g00580 + Gm14 289717 290577
Glyma14g00590 - Gm14 289717 293446
Glyma14g00600 - Gm14 294519 296807
Glyma14g00610 + Gm14 297805 299619
Glyma14g00620 - Gm14 299732 303586
Glyma14g00630 + Gm14 305635 308887
Glyma14g00640 + Gm14 310985 312695
Glyma14g00650 + Gm14 313533 317174
Glyma14g00660 + Gm14 320766 327878
Glyma14g00670 + Gm14 328952 332207
Glyma14g00680 + Gm14 333953 334711
Glyma14g00690 - Gm14 338172 341097
Glyma14g00700 + Gm14 342470 343366
Glyma14g00710 - Gm14 344268 347319
Glyma14g00720 + Gm14 357010 358687
Glyma14g00730 - Gm14 360143 363240
Glyma14g00740 - Gm14 364637 366564
Glyma14g00750 + Gm14 369538 376590
Glyma14g00760 + Gm14 383705 387995
Glyma14g00770 + Gm14 389256 391859
Glyma14g00780 + Gm14 393315 393754
Glyma14g00790 - Gm14 398161 401004
Glyma14g00800 - Gm14 402041 404866
Glyma14g00810 + Gm14 414667 417997
Glyma14g00820 - Gm14 420687 427128
Glyma14g00830 - Gm14 431984 434122
Glyma14g00840 - Gm14 436475 438316
Glyma14g00850 + Gm14 445352 447037
Glyma14g00860 + Gm14 447785 449776
Glyma14g00870 + Gm14 456385 458254
Glyma14g00880 - Gm14 461578 467013
Glyma14g00890 + Gm14 468470 473702
Glyma14g00900 - Gm14 475911 476909
Glyma14g00910 + Gm14 477707 477836
Glyma14g00920 + Gm14 479074 479425
Glyma14g00930 + Gm14 481725 483321
Glyma14g00940 + Gm14 485714 489796
Glyma14g00950 - Gm14 489988 491658
Glyma14g00960 + Gm14 493502 495489
Glyma14g00970 - Gm14 499748 505287
Glyma14g00980 - Gm14 512275 514821
Glyma14g00990 + Gm14 523256 523441
Glyma14g01000 - Gm14 525064 526793
Glyma14g01010 + Gm14 528766 532674
Glyma14g01020 - Gm14 533782 537529
Glyma14g01030 - Gm14 553760 555191
Glyma14g01040 - Gm14 556744 565484
Glyma14g01050 + Gm14 578317 578841
Glyma14g01060 - Gm14 580029 582171
Glyma14g01070 - Gm14 583055 586247
Glyma14g01080 + Gm14 589161 591353
Glyma14g01090 + Gm14 592387 592712
Glyma14g01100 - Gm14 594381 599474
Glyma14g01110 - Gm14 601811 602574
Glyma14g01120 - Gm14 604859 608306
Glyma14g01130 - Gm14 609755 611482
Glyma14g01140 - Gm14 613440 617262
Glyma14g01160 - Gm14 626768 636416
Glyma14g01170 - Gm14 637787 641339
Glyma14g01180 - Gm14 642077 642446
Glyma14g01190 + Gm14 644193 645028
Glyma14g01200 + Gm14 645367 646120
Glyma14g01210 - Gm14 651801 652470
Glyma14g01220 - Gm14 653085 654292
Glyma14g01230 - Gm14 660635 663095
Glyma14g01240 + Gm14 666176 666679
Glyma14g01250 - Gm14 673518 676869
Glyma14g01260 - Gm14 680666 681130
Glyma14g01270 + Gm14 688800 695752
Glyma14g01280 - Gm14 700687 701829
Glyma14g01290 - Gm14 721713 725578
Glyma14g01300 + Gm14 729917 731915
Glyma14g01310 + Gm14 734825 735995
Glyma14g01320 - Gm14 739854 746839
Glyma14g01330 - Gm14 747625 752863
Glyma14g01340 - Gm14 758119 760665
Glyma14g01350 + Gm14 761868 761962
Glyma14g01360 + Gm14 766715 770451
Glyma14g01370 - Gm14 770660 773622
Glyma14g01380 - Gm14 775326 776461
Glyma14g01390 + Gm14 779443 783286
Glyma14g01400 - Gm14 785034 791767
Glyma14g01410 - Gm14 792468 796050
Glyma14g01420 - Gm14 800723 803769
Glyma14g01430 - Gm14 805493 809820
Glyma14g01440 + Gm14 816284 816856
Glyma14g01450 + Gm14 818780 818971
Glyma14g01460 + Gm14 822683 823624
Glyma14g01470 - Gm14 825705 828041
Glyma14g01480 - Gm14 828836 835939
Glyma14g01490 + Gm14 848470 854565
Glyma14g01500 + Gm14 856599 857500
Glyma14g01510 + Gm14 858635 863976
Glyma14g01520 - Gm14 866309 870011
Glyma14g01530 + Gm14 885397 888896
Glyma14g01540 - Gm14 889750 891056
Glyma14g01550 - Gm14 891664 894569
Glyma14g01560 - Gm14 900768 903295
Glyma14g01570 - Gm14 905180 908866
Glyma14g01580 + Gm14 912829 915637
Glyma14g01590 - Gm14 918339 924751
Glyma14g01600 + Gm14 927244 929539
Glyma14g01610 - Gm14 930153 936364
Glyma14g01620 + Gm14 939529 941864
Glyma14g01630 + Gm14 945601 947890
Glyma14g01640 - Gm14 948710 951471
Glyma14g01650 - Gm14 953478 954801
Glyma14g01660 + Gm14 960596 969066
Glyma14g01670 + Gm14 970278 976867
Glyma14g01680 - Gm14 979118 979303
Glyma14g01690 + Gm14 982114 985375
Glyma14g01700 + Gm14 988926 990297
Glyma14g01710 + Gm14 990990 992843
Glyma14g01720 - Gm14 997033 998979
Glyma14g01730 + Gm14 999630 1004582
Glyma14g01740 + Gm14 1008895 1012431
Glyma14g01750 + Gm14 1013349 1014131
Glyma14g01760 - Gm14 1016530 1017530
Glyma14g01770 + Gm14 1025700 1027324
Glyma14g01780 - Gm14 1027904 1030449
Glyma14g01790 - Gm14 1032439 1034949
Glyma14g01800 - Gm14 1041094 1042138
Glyma14g01810 + Gm14 1043411 1047410
Glyma14g01820 - Gm14 1048096 1051072
Glyma14g01830 - Gm14 1056089 1060867
Glyma14g01840 + Gm14 1066563 1068225
Glyma14g01850 + Gm14 1069730 1073938
Glyma14g01860 + Gm14 1075585 1077965
Glyma14g01870 + Gm14 1078994 1081198
Glyma14g01880 + Gm14 1083908 1086426
Glyma14g01890 + Gm14 1090248 1092647
Glyma14g01900 + Gm14 1098782 1104850
Glyma14g01910 + Gm14 1108979 1111614
Glyma14g01920 + Gm14 1113628 1123003
Glyma14g01930 + Gm14 1128844 1134983
Glyma14g01940 - Gm14 1136459 1139407
Glyma14g01950 + Gm14 1139630 1141387
Glyma14g01960 + Gm14 1145485 1148800
Glyma14g01970 - Gm14 1148851 1150031
Glyma14g01980 - Gm14 1152672 1158224
Glyma14g01990 + Gm14 1169226 1172351
Glyma14g02000 + Gm14 1177270 1179283
Glyma14g02010 + Gm14 1181430 1184687
Glyma14g02020 + Gm14 1187099 1191296
Glyma14g02030 - Gm14 1195611 1198153
Glyma14g02040 + Gm14 1206251 1211123
Glyma14g02050 + Gm14 1212181 1214404
Glyma14g02060 - Gm14 1216845 1220008
Glyma14g02070 - Gm14 1228015 1234944
Glyma14g02080 + Gm14 1238519 1241458
Glyma14g02090 + Gm14 1244773 1250879
Glyma14g02100 - Gm14 1252822 1254940
Glyma14g02110 + Gm14 1256246 1259331
Glyma14g02120 - Gm14 1260394 1262849
Glyma14g02130 + Gm14 1267212 1272393
Glyma14g02140 + Gm14 1274085 1278873
Glyma14g02150 + Gm14 1280076 1288201
Glyma14g02160 + Gm14 1297749 1302384
Glyma14g02170 - Gm14 1306408 1309263
Glyma14g02180 - Gm14 1311170 1315297
Glyma14g02190 - Gm14 1328345 1328919
Glyma14g02200 - Gm14 1332097 1335108
Glyma14g02210 + Gm14 1340839 1344274
Glyma14g02220 - Gm14 1344467 1350605
Glyma14g02230 - Gm14 1352660 1353567
Glyma14g02240 - Gm14 1359114 1359828
Glyma14g02250 + Gm14 1366447 1367151
Glyma14g02260 - Gm14 1368739 1373381
Glyma14g02270 + Gm14 1381332 1381574
Glyma14g02280 + Gm14 1387147 1389185
Glyma14g02290 + Gm14 1392361 1392861
Glyma14g02300 + Gm14 1394304 1396289
Glyma14g02310 - Gm14 1395316 1396024
Glyma14g02320 - Gm14 1398189 1400683
Glyma14g02330 - Gm14 1402394 1402653
Glyma14g02340 - Gm14 1405226 1408718
Glyma14g02350 + Gm14 1417595 1419851
Glyma14g02360 + Gm14 1430089 1431199
Glyma14g02370 + Gm14 1432497 1432635
Glyma14g02380 - Gm14 1433562 1438400
Glyma14g02390 + Gm14 1440942 1447182
Glyma14g02400 + Gm14 1455362 1457114
Glyma14g02410 + Gm14 1461290 1464959
Glyma14g02420 + Gm14 1469632 1472403
Glyma14g02430 - Gm14 1478897 1481718
